EventId,EventTemplate,Occurrences
49f127a0,<IMMacNotificationCenterManager: 0x7fdcc9d16380>: Updating enabled: NO (Topics: ( )),1
ce18263c,IOPolledFilePollersOpen(0) 6 ms,1
d69e5f29,hibernate page list setall time: 603 ms,1
f955d1fe,[HID] [MT] MTActuatorManagement :: getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,1
d5dfa319,FA||Url||taskID[2019353117] dealloc,1
c26f8a37,AppleActuatorHIDEventDriver: message service is terminated,1
90149b67,"hibernate teardown: wired pages 544767, free pages 3578340, active pages 40000, inactive pages 0, speculative pages 0, cleaned pages 0, compressor pages 112",1
3d88db85,-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.,1
36c79d70,[00:28:42.167] (Fig) signalled err=-12871,1
5fed01c8,[00:29:04.085] <<<< CRABS >>>> crabsWaitForLoad: [0x7fbc7ac683a0] Wait time out - -1001 (msRequestTimeout -1),1
db8fe793,Failed to stop a scan - central is not powered on: 4,1
e218fc50,Wake reason: EC.SleepTimer (SleepTimer),1
75380a84,vm compressor fastwake warmup (581519 - 591525) - starting,1
765594b4,"<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>: Updating enabled: YES (Topics: ( ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"" ))",1
1fd2bf0f,2017-07-05 10:52:16.779 ksfetch[35863/0x7fff79824000] [lvl=2] main() Fetcher received a request: <NSMutableURLRequest: 0x100501610> { URL: https://<*>/service/update2?cup2hreq=a7873a51b1cb55518e420d20dff47d463781ed3f7aa83c3153129eefb148070b&cup2key=7:2501762722 },1
82b9999e,2017-07-05 10:52:16.977 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl=2] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,1
fa9bce9c,<IMMacNotificationCenterManager: 0x7fdcc9d16380>: notification observer: <*> notification: CFNotification 0x7fdcc9d19110 {name = NSDoNotDisturbEnabledNotification},1
a4c5693b,CCProfileMonitor :: freeResources done,1
98709a6a,Daemon connection invalidated!,1
b0f4e8a6,"CCFile :: copyFile fileName is [2017-07-05 14,04,19.163834]-AirPortBrcm4360 Logs-025.txt, source path:/var/log/CoreCapture/<*>/DriverLogs//[2017-07-05 14,04,19.163834]-AirPortBrcm4360 Logs-025.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-05 14,04,19.222771]=AuthFail:sts:5 rsn:0/DriverLogs//[2017-07-05 14,04,19.163834]-AirPortBrcm4360 Logs-025.txt",1
09e82487,"hibernate machine init: state 2, image pages 446175, sum was d4e6c0b2, imageSize 0x2aea6000, image1Size 0x215a4000, conflictCount 5848, nextFree 5887",1
9d71380c,hibernate rebuild completed - took 10042450943433 msecs,1
daeecc4e,AppleActuatorDevice :: stop Entered,1
44ae4fe1,AppleActuatorDevice :: start Entered,1
e5d5eae1,en0: manual intervention required!,1
34c0c1f6,"2017-07-05 16:18:06.450 GoogleSoftwareUpdateAgent[36128/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: ""https://<*>/service/update2?cup2hreq=ac844e04cbb398fcef4cf81b4ffc44a3ebc863e89d19c0b5d39d02d78d26675b&cup2key=7:677488741""",1
10cec96a,- continuousScroll is deprecated for NSScrollWheel. Please use -hasPreciseScrollingDeltas.,1
47ab2462,payload Data 07 00,1
270ce03a,00:03:06.178 : Started generating hashes,1
e49d1682,FA||Url||taskID[2019353519] dealloc,1
2e7a9140,(ImportBailout.Error:1331) Asked to exit for Diskarb,1
d6bcf554,2017-07-03 20:25:13.378 GoogleSoftwareUpdateAgent[33847/0x7000002a0000] [lvl=2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:0x10053b310 productID=<*> version=<*> xc=<KSPathExistenceChecker:0x10053ac30 path=/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle> url=https://<*>/service/update2 creationDate=2017-02-18 15:41:17 ticketVersion=1 > )} Using server: <KSOmahaServer:0x100248090 engine=<KSUpdateEngine:0x1007249c0> >,1
dce510e0,FA||Url||taskID[2019353376] dealloc,1
1f8d0ffc,FA||Url||taskID[2019353410] dealloc,1
6bc55635,tcp connection tls session error callback imp 2210 tcp connection tls session handle read error.790 error 60,1
8d60a944,Checking iCDP status for DSID 874161398 (checkWithServer=0),1
43b40b33,network changed: v4(en0-:<*>) v6(en0-:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS- Proxy-,1
a21373d4,network changed: DNS*,1
a338a6e8,FA||Url||taskID[2019353444] dealloc,1
9eef0e32,"2017-07-04 09:42:57.924 GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl=2] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate 1[<*>] exists and certificate leaf[<*>] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""<*>"")'",1
e0a369be,2017-07-04 09:42:58.121 ksfetch[34604/0x7fff79824000] [lvl=2] main() ksfetch done fetching.,1
662270aa,network changed: v4(en0!:<*>) DNS+ Proxy+ SMB,1
5a5f25d8,extension <*> -> (null),1
dc30adf1,Session 101921 created,1
d61ba98e,kern open file for direct io took 6 ms,1
0a237d9d,"PM response took 113 ms (24144, WeChat)",1
617d6b14,FA||Url||taskID[2019353517] dealloc,1
85ca88ab,"arp client transmit(en0) failed, Network is down (50)",1
b8893af4,.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite': '4023' is not a valid type name.,1
681abeff,Invalidating watch set.,1
df811d53,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- 0x7000,1
9c75d943,hibernate teardown completed - discarded 93932,1
2c09f7e8,Failed to connect (titleField) outlet from (MMSessionPickerChoosenRowView) to (NSTextField): missing setter or instance variable,1
adf6af98,"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, -9806)",1
aa72a07c,"[QL] No sandbox token for request <QLThumbnailRequest vmware-usbarb-25037.log>, it will probably fail",1
6b8dcc2e,"schedule invalidation <DYTransport 0x7f89e8c00520, error: lost transport connection (31)>",1
b00c2e60,[21:22:43.147] mv LowLevelCheckIfVideoPlayableUsingDecoder signalled err=-12956 (kFigMediaValidatorError VideoCodecNotSupported) (video codec 1) at line 1921,1
10351c0b,[<*>] [Account xpc ben@163.com@https://<*>/caldav/principals/users/xpc ben%40163.com/ timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: 0x7fa11f9f2290; Sequence: 0>],1
046fccb5,"network reachability changed : network is not reachable, netbiosd is shutting down",1
076ba0da,11:46:19.229 : Finished generating hashes,1
04ab94b5,<<<< MediaValidator >>>> mv LookupCodecSupport: Unrecognized codec 1,1
0b27452f,CoreAnimation: timed out fence 5fe83,1
3ec86991,Could not get event name for stream/token: <*>/4505: 132: Request for stale data,1
2f201f0e,FA||Url||taskID[2019353677] dealloc,1
4db5cdfb,Failed to connect (view) outlet from (NSApplication) to (NSColorPickerGridView): missing setter or instance variable,1
7b985a7d,"PM response took 129 ms (10018, QQ)",1
2bc0e2ba,21:58:33.765 ERROR: 177: timed out after 15.000s (0 0); mMajorChangePending=0,1
83c195a9,<<<< MediaValidator >>>> mv ValidateRFC4281CodecId: Unrecognized codec 1.(null). Failed codec specific check.,1
5d121b05,kern open file for direct io(0),1
a0304b7e,full wake promotion (reason 1) 374 ms,1
155a86f2,"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA DEBUG TRANSACTIONS=1 in environment to log backtraces.",1
feb55f06,DB Path: /Users/xpc/Library/Containers/<*>/Data/Documents/contents/916639562/QQ.db,1
39637cc2,"RTC: Maintenance 2017/7/7 17:31:21, sleep 2017/7/7 17:18:49",1
63464d45,Error in CoreDragRemoveTrackingHandler: -1856,1
1006c11b,(DiskStore.Normal:2382) 20cb04f 1.000086,1
7e0b55ef,"Configuration Notice: ASL Module ""<*>"" sharing output destination ""/var/log/Accounts"" with ASL Module ""<*>"". Output parameters from ASL Module ""<*>"" override any specified in ASL Module ""<*>"".",1
24e0fa9d,CFNetwork SSLHandshake failed (-9802),1
48645cf1,"[<*>] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain Code=502 ""(null)"" UserInfo={AccountName=163, CalDAVErrFromRefresh=YES, CoreDAVHTTPHeaders=<CFBasicHash 0x7fa11fe7a810 [0x7fff7abc1440]>{type = immutable dict, count = 5, entries => 0 : Connection = <CFString 0x7fff7ab1aea0 [0x7fff7abc1440]>{contents = ""keep-alive""} 3 : Content-Type = text/html 4 : Content-Length = 166 5 : Server = nginx 6 : Date = <CFString 0x7fa11ac2ab80 [0x7fff7abc1440]>{contents = ""Fri, 07 Jul 2017 05:32:43 GMT""} } }]",1
2e1be2c2,"CCFile :: copyFile fileName is [2017-07-07 16,24,11.442212]-AirPortBrcm4360 Logs-001.txt, source path:/var/log/CoreCapture/<*>/DriverLogs//[2017-07-07 16,24,11.442212]-AirPortBrcm4360 Logs-001.txt, dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-07 16,24,11.124183]=AssocFail:sts:2 rsn:0/DriverLogs//[2017-07-07 16,24,11.442212]-AirPortBrcm4360 Logs-001.txt",1
8b752a2c,tcp connection destination handle tls close notify 111 closing socket due to TLS CLOSE NOTIFY alert,1
b44aa1a7,"no application identifier provided, can't use provisioning profiles [pid=37563]",1
3ba60475,"nw path evaluator start helper connection net helper path evaluation start failed, dumping backtrace: [x86 64] <*> 0 libsystem network.dylib 0x00007fff92fabde9 nw create backtrace string + 123 1 libsystem network.dylib 0x00007fff92fc289f nw path evaluator start helper connection + 196 2 libdispatch.dylib 0x00007fff980fa93d dispatch call block and release + 12 3 libdispatch.dylib 0x00007fff980ef40b dispatch client callout + 8 4 libdispatch.dylib 0x00007fff980f403b dispatch queue drain + 754 5 libdispatch.dylib 0x00007fff980fa707 dispatch queue invoke + 549 6 libdispatch.dylib 0x00007fff980f2d53 dispatch root queue drain + 538 7 libdispatch.dylib 0x00007fff980f2b00 dispatch worker thread3 + 91 8 libsystem pthread.dylib 0x00007fff8ebc44de pthread wqthread + 1129 9 libsystem pthread.dylib 0x00007fff8ebc2341 start wqthread + 13",1
67a81f80,hibernate rebuild started,1
09137032,FA||Url||taskID[2019353724] dealloc,1
61b6e6aa,Sandbox: SpotlightNetHelp(352) deny(1) ipc-posix-shm-read-data CFPBS:186A7:,1
4c518767,11:20:51.293 : BTLE discovered device with hash <01faa200 00000000 0000>,1
739ff9d6,full wake request (reason 2) 30914 ms,1
295975f9,2017-07-07 10:54:41.875 GoogleSoftwareUpdateAgent[37924/0x7000002a0000] [lvl=2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:0x100365950 productID=<*> version=<*> xc=<KSPathExistenceChecker:0x10036e950 path=/Applications/Google Chrome.app> serverType=Omaha url=https://<*>/service/update2 creationDate=2017-02-18 15:41:18 tagPath=/Applications/Google Chrome.app/Contents/Info.plist tagKey=KSChannelID brandPath=/Users/xpc/Library/Google/Google Chrome Brand.plist brandKey=KSBrandID versionPath=/Applications/Google Chrome.app/Contents/Info.plist versionKey=KSVersion cohort=1:1y5: cohortName=Stable ticketVersion=1 > )} Using server: <KSOmahaServer:0x100243f20 engine=<KSUpdateEngine:0x1007161b0> >,1
41ca1f3b,FA||Url||taskID[2019353853] dealloc,1
aaf79c0c,[BluetoothHIDDeviceController] EventServiceDisconnectedCallback,1
c4d6ff57,FA||Url||taskID[2019353659] dealloc,1
1063f8d7,Sandbox: <*>(9854) deny(1) file-read-data /private/etc/hosts,1
118b2bf7,WARNING: Type1 font data isn't in the correct format required by the Adobe Type 1 Font Format specification.,1
3c36506b,FA||Url||taskID[2019353666] dealloc,1
95e2a5a3,"2017-07-01 19:46:26.133 GoogleSoftwareUpdateAgent[31702/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <KSUpdateEngine:0x100259c60 ticketStore=<KSPersistentTicketStore:0x100253770 store=<KSKeyedPersistentStore:0x100254d10 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/Keystone.ticketstore"" lockFile=<KSLockFile:0x100254d80 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/TicketStore/<*>"" locked=NO > >> processor=<KSActionProcessor:0x100259e70 delegate=<KSUpdateEngine:0x100259c60> isProcessing=NO actionsCompleted=0 progress=0.00 errors=0 currentActionErrors=0 events=0 currentActionEvents=0 actionQueue=( ) > delegate=(null) serverInfoStore=<KSServerPrivateInfoStore:0x1002594d0 path=""/Users/xpc/Library/Google/GoogleSoftwareUpdate/Servers""> errors=0 >",1
10b0e537,handle will sleep auth and shield windows: Reordering authw 0x7fa823a04400(2004) (lock state: 3),1
571f2aee,2017-07-08 06:26:32.365 GoogleSoftwareUpdateAgent[39159/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.,1
d2bf540c,"VDCAssistant: Found a camera (0x1430000005ac8290) , but was not able to start it up (0x0 -- (os/kern) successful)",1
540ddad4,2017-07-06 06:22:57.163367 PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,1
789a5856,"Unable to simultaneously satisfy constraints: ( ""<NSAutoresizingMaskLayoutConstraint:0x7f9d574e5370 h=-&- v=-&- V:[NSScrollView:0x7f9d64abe480]-(11)-| (Names: '|':NSView:0x7f9d6a9cc340 )>"", ""<NSAutoresizingMaskLayoutConstraint:0x7f9d7561a270 h=-&- v=-&- V:|-(45)-[NSScrollView:0x7f9d64abe480] (Names: '|':NSView:0x7f9d6a9cc340 )>"", ""<NSAutoresizingMaskLayoutConstraint:0x7f9d6aa2cf10 h=-&- v=--& V:[NSView:0x7f9d53160e30(0)]>"", ""<NSAutoresizingMaskLayoutConstraint:0x7f9d75652870 h=-&- v=-&- V:|-(0)-[NSView:0x7f9d6a9cc340] (Names: '|':NSView:0x7f9d53160e30 )>"", ""<NSAutoresizingMaskLayoutConstraint:0x7f9d77ef8f50 h=-&- v=-&- V:[NSView:0x7f9d6a9cc340]-(0)-| (Names: '|':NSView:0x7f9d53160e30 )>"" ) Will attempt to recover by breaking constraint <NSAutoresizingMaskLayoutConstraint:0x7f9d7561a270 h=-&- v=-&- V:|-(45)-[NSScrollView:0x7f9d64abe480] (Names: '|':NSView:0x7f9d6a9cc340 )> Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens. And/or, break on objc exception throw to catch this in the debugger.",1
bf6f5aee,FA||Url||taskID[2019352994] dealloc,1
a182d038,vm compressor fastwake warmup completed - took 12461 msecs,1
5086e4cd,"Arranged view frame: {{0, 0} {260, 877}}",1
7a896c20,PMStats: Hibernate read took 197 ms,1
c6954816,"RTC: Maintenance 2017/7/6 21:56:47, sleep 2017/7/6 21:44:10",1
f81e9894,Host controller terminated,1
65e50fe9,did discard act 12083 inact 17640 purgeable 20264 spec 28635 cleaned 0,1
5525610e,[HID] [MT] AppleActuatorHIDEventDriver :: start entered,1
04bb0c62,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- 0x5fd0 -- 0x9a00 -- <*> ****,2
a60f8675,hibernate setup(0) took <*> ms,2
87c0c275,Unrecognized XSSimpleTypeDefinition: OneOff,2
23320c25,[BluetoothHIDDeviceController] EventServiceConnectedCallback,2
3899b94e,hibernate machine init reading,2
b2b310c4,hibernate page list setall found pageCount <*>,2
fbbff7b0,"hibernate machine init pagesDone <*> sum2 <*> time: <*> ms, disk(0x20000) <*> Mb/s, comp bytes: <*> time: <*> ms <*> Mb/s, crypt bytes: <*> time: <*> ms <*> Mb/s",2
82e261f8,hibernate flush memory: buffer cache gc freed up <*> wired pages,2
b2a94231,hibernate image path: /var/vm/sleepimage,2
d0c0088f,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService :: start Could not make a string from out connection notification key,2
3af3554b,<*> <*> <*> [lvl=2] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=0,2
76280700,"CCDataTap :: profileRemoved, Owner: <*>, Name: <*>",2
48ea9589,could discard act <*> inact <*> purgeable <*> spec <*> cleaned 0,2
3098c1cb,"[Accounts] Failed to update account with identifier 76FE6715-3D27-4F21-AA35-C88C1EA820E8, error: Error Domain=ABAddressBookErrorDomain Code=1002 ""(null)""",2
c17f6d5d,INIT -- Host controller is published,2
7ad80bd1,"[Accounts] Current connection, <NSXPCConnection: <*> connection from pid <*> doesn't have account access.",2
54fecb38,Session <*> destroyed,2
d960bc67,BuildActDeviceEntry exit,2
4279d8f0,<*> : Discoverable mode changed to Off,2
edb9dd6c,"bitmap size 0x7f0fc, previewSize 0x4028, writing <*> pages @ 0x97144",2
5dd79e02,"Unable to simultaneously satisfy constraints: ( <*> <*> <*> <*> (Names: <*> <*> )>"", <*> 'NSView-Encapsulated-Layout-Width' H:[PageItemCell(73)] (Names: <*> )>"", <*> <*> <*> <*> (Names: <*> <*> )>"", <*> <*> ) Will attempt to recover by breaking constraint <*> <*> Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens. And/or, break on objc exception throw to catch this in the debugger.",2
0f90a77e,WARNING: hibernate page list setall skipped <*> xpmapped pages,2
37c8aee1,"CFPasteboardRef CFPasteboardCreate(CFAllocatorRef, CFStringRef) : failed to create global data",2
773e06a3,BuildActDeviceEntry enter,2
ebcc5d53,CCFile :: copyFile fileName is [2017-07-08 <*> source <*> <*> dest path:/Library/Logs/CrashReporter/CoreCapture/<*>/[2017-07-08 <*> <*> <*>,2
5c868c23,"<*> <*> <*> [lvl=2] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'<*>'.",2
96f4868d,ChromeExistion main isUndetectWithCommand = 1,2
c35492ee,efi pagecount 72,2
64252721,"hibernate newruntime map time: 0 ms, IOPolledFilePollersOpen(), ml get interrupts enabled 0",2
c90ffe49,"Configuration Notice: ASL Module ""<*>"" claims selected messages. Those messages may not appear in standard system log files or in the ASL database.",2
01e7355d,Wake reason: ?,2
1e78fa61,<*> : BTLE scanning stopped,2
08b5f84e,RTC: Maintenance 2017/7/1 <*> sleep 2017/7/1 <*>,2
c535438a,<*> : Purged contact hashes,2
8e8e3fbe,<*> : BTLE scanning started,2
2ee2cf76,(APRT): ARPT: Wake Reason: Wake on TCP Timeout,2
c8af4547,"hibernate alloc pages act <*> inact <*> anon <*> throt 0, spec <*> wire <*> wireinit 39927",2
c2fe3854,<IMMacNotificationCenterManager: <*> DND Enabled: NO,2
4fac00f4,"PBRequester failed with Error Error Domain=NSURLErrorDomain Code=-1001 ""The request timed out."" <*> {Error Domain=kCFErrorDomainCFNetwork Code=-1001 ""The request timed out."" <*> <*> kCFStreamErrorCodeKey=-2102, kCFStreamErrorDomainKey=4, NSLocalizedDescription=The request timed out.}}, <*> <*> kCFStreamErrorDomainKey=4, kCFStreamErrorCodeKey=-2102, NSLocalizedDescription=The request timed out.}",2
d8f43a7c,<*> <<<< CRABS >>>> crabsFlumeHostUnavailable: [0x7f961cf08cf0] Byte flume reports host unavailable.,2
6961350e,"Page bounds {{0, 0} {400, 400}}",2
3788e169,<*> <*> <*> [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: <*>,2
62a029a2,[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object,2
0581bc42,network changed: <*> DNS- Proxy-,2
e194959f,IOHibernatePollerOpen(0),2
fce68136,<*> <*> <*> [lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest: <*> { URL: <*> }) to <*>,2
f6b506b5,Unable to start NetBIOS name service:,2
9d2155b7,"(APRT): IOPMPowerSource Information: onWake, SleepType: Normal Sleep, 'ExternalConnected': No, 'TimeRemaining': <*>",2
0c7af280,<*> : Starting AirDrop server for user 501 on wake,2
9464abfc,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE -- <*> ****,2
93707a0f,CCXPCService :: setStreamEventHandler Registered for notification callback.,2
8e1735b8,<*> Class <*> is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,2
6802d2e8,"Unexpected payload found for message 9, dataLen 0",2
a041eae4,AppleActuatorHIDEventDriver: stop,2
977e36ef,"setting hostname to ""<*>""",2
