EventId,EventTemplate,Occurrences
1c395f5e,Before Scheduling : PendingReds : <*> ScheduledMaps : <*> ScheduledReds : <*> AssignedMaps : <*> AssignedReds : 0 CompletedMaps : <*> CompletedReds : 0 ContAlloc : <*> ContRel : <*> HostLocal : <*> RackLocal : <*>,5
9f7114f7,getResources() for application 1445144423722 0020 : <*> release= <*> <*> <*> resourcelimit=<memory : <*> vCores : <*> knownNMs=4,12
4a95a40c,"Recalculating schedule, headroom=<memory : <*> vCores : <*>",131
773f4a2b,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,130
0f71bb1f,Got allocated containers <*>,10
fb0e55ee,Assigned container container 1445144423722 0020 01 <*> to attempt 1445144423722 0020 m <*> 0,10
355f901c,After Scheduling : PendingReds : <*> ScheduledMaps : <*> ScheduledReds : <*> AssignedMaps : <*> AssignedReds : 0 CompletedMaps : <*> CompletedReds : 0 ContAlloc : <*> ContRel : <*> HostLocal : <*> RackLocal : <*>,12
65e7df3a,The job-jar file on the remote FS is hdfs : //msra-sa-41 : 9000/tmp/hadoop-yarn/staging/msrabi/.staging/job 1445144423722 0020/job.jar,1
a04d4e97,The job-conf file on the remote FS is /tmp/hadoop-yarn/staging/msrabi/.staging/job 1445144423722 0020/job.xml,1
60d079c6,Adding #0 tokens and #1 secret keys for NM use for launching container,1
38b7f95a,Size of containertokens dob is 1,1
944f8887,Putting shuffle token in serviceData,1
c599fdc9,Processing the event EventType : CONTAINER REMOTE <*> for container container 1445144423722 0020 01 <*> taskAttempt attempt 1445144423722 0020 m <*> 0,13
aa35ae89,Launching attempt 1445144423722 0020 m <*> 0,10
5d4fca87,Opening proxy : <*> : <*>,13
3255c0a3,Shuffle port returned by ContainerManager for attempt 1445144423722 0020 m <*> 0 : 13562,10
80e7e0ae,TaskAttempt : [attempt 1445144423722 0020 m <*> 0] using containerId : [container 1445144423722 0020 01 <*> on NM : <*> : <*>,10
4d7959db,ATTEMPT START task 1445144423722 0020 m <*>,10
df93d7a7,Auth successful for job 1445144423722 0020 (auth : SIMPLE),10
70843a22,JVM with ID : jvm 1445144423722 0020 m <*> asked for a task,10
04298b4f,JVM with ID : jvm 1445144423722 0020 m <*> given task : attempt 1445144423722 0020 m <*> 0,10
4662cd22,Progress of TaskAttempt attempt 1445144423722 0020 m <*> 0 is : <*>,289
ab7f58d4,"Cannot assign container Container : [ContainerId : container 1445144423722 0020 01 000012, NodeId : MSRA-SA-39.fareast.corp.microsoft.com : 28345, NodeHttpAddress : MSRA-SA-39.fareast.corp.microsoft.com : 8042, Resource : <memory : 1024, vCores : 1>, Priority : 20, Token : Token { kind : ContainerToken, service : <*> : 28345 }, ] for a map as either container memory less than required <memory : 1024, vCores : 1> or no pending map tasks - maps.isEmpty=true",1
5560810f,Received completed container container 1445144423722 0020 01 <*>,2
306245bf,Container complete event for unknown container id container 1445144423722 0020 01 000012,1
3ea235d6,Done acknowledgement from attempt 1445144423722 0020 m 000003 0,1
1f0d4744,attempt 1445144423722 0020 m <*> 0 TaskAttempt Transitioned from <*> <*> <*> <*> <*>,6
dceda933,KILLING attempt 1445144423722 0020 m <*> 0,3
db6bef2e,Task succeeded with attempt attempt 1445144423722 0020 m 000003 0,1
5a549a12,Num completed Tasks : 1,1
ec6b84b4,Reduce slow start threshold reached. Scheduling reduces.,1
4ef83457,All maps assigned. Ramping up all remaining reduces : 1,1
4b1e19e5,DefaultSpeculator.addSpeculativeAttempt -- we are speculating task 1445144423722 0020 m 000000,1
6e264523,We launched 1 speculations. Sleeping 15000 milliseconds.,1
eaed49ea,Scheduling a redundant attempt for task task 1445144423722 0020 m 000000,1
c522a82e,Diagnostics report from attempt 1445144423722 0020 m 000003 0 : Container killed by the ApplicationMaster.,1
99a51ceb,Address change detected. Old : msra-sa-41/<*> : <*> New : msra-sa-41 : <*>,476
f7b454fb,Failed to renew lease for [DFSClient NONMAPREDUCE 1537864556 1] for <*> seconds. Will retry shortly ...,326
0a54a602,"Slow ReadProcessor read fields took 65020ms (threshold=30000ms); ack : seqno : -2 status : SUCCESS status : ERROR downstreamAckTimeNanos : 0, targets : [<*> : 50010, <*> : 50010]",1
1b4d0852,DFSOutputStream ResponseProcessor exception for block BP-1347369012-<*>-1444972147527 : blk 1073743512 2731,1
0a2d6239,"Error Recovery for block BP-1347369012-<*>-1444972147527 : blk 1073743512 2731 in pipeline <*> : 50010, <*> : 50010 : bad datanode <*> : 50010",1
2ef07439,DataStreamer Exception,1
b4ff2357,ERROR IN CONTACTING RM.,147
00e2a664,"Retrying connect to server : msra-sa-41 : 8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",146
c87fb537,Task : attempt 1445144423722 0020 m <*> 0 - exited : java.net.NoRouteToHostException : No Route to Host from MININT-FNANLI5/<*> to msra-sa-41 : 9000 failed on socket timeout exception : java.net.NoRouteToHostException : No route to host : no further information; For more details see : http : //wiki.apache.org/hadoop/NoRouteToHost,2
8cf9c084,Diagnostics report from attempt 1445144423722 0020 m <*> 0 : Error : java.net.NoRouteToHostException : No Route to Host from MININT-FNANLI5/<*> to msra-sa-41 : 9000 failed on socket timeout exception : java.net.NoRouteToHostException : No route to host : no further information; For more details see : http : //wiki.apache.org/hadoop/NoRouteToHost,4
018965af,attempt 1445144423722 0020 m <*> 0 TaskAttempt Transitioned from FAIL CONTAINER CLEANUP to FAIL TASK CLEANUP,2
fa9541f7,Task cleanup failed for attempt attempt 1445144423722 0020 m <*> 0,2
8d3d7997,Error writing History Event : org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent 7317849d,1
584a76a0,"Thread Thread[eventHandlingThread,5,main] threw an Exception.",1
2b7f7e1e,<*> failures on node MININT-FNANLI5.fareast.corp.microsoft.com,2
bef3fe87,Added attempt 1445144423722 0020 m <*> 1 to list of failed maps,2
