EventId,EventTemplate,Occurrences
b0fb9415,Received TIME_TICK alarm; rescheduling,3
215c579a,scheduleTimeTickEvent triggerAtTime = <*>,3
7233f052,received broadcast <*>,4
3e03b5e1,handleTimeUpdate,3
ecca356b,Destroying surface Surface(name = PopupWindow <*>) called by <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,14
63ed2784,sending alarm Alarm{<*> type <*> when <*> PendingIntent{<*> PendingIntentRecord{<*> <*> broadcastIntent}}} repeatInterval = <*> listenerTag = null,2
f78dcf48,Killing <*> <*><*> (adj <*>) empty for 1810s,1
91198dda,Unable to start service Intent { act = <*> cmp = <*><*>.<*> } U = <*> not found,1
13d3f523,unregisterAudioFocusListener...,1
504c331a,abandonAudioFocus,1
fbc54fb7,[HSM] stayAwake false uid <*> pid <*>,1
42f6718e,Pid <*> MediaPlayer destructor,1
58699af0,Process <*> qzone (pid <*>) has died,1
d8cb5b06,Scheduling restart of crashed service <*><*>.<*> in 1000ms,1
d4a8e705,new Process app = ProcessRecord{<*> <*> <*> qzone<*>} name <*> qzone euid <*>,1
89735099,Start proc <*> <*> qzone<*> for service <*><*>.<*>,1
a9a0e76e,Destroying surface Surface(name = InputMethod) called by <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>$H.handleMessage <*> <*> <*>,3
0d420934,animateCollapsePanels flags = <*> force = false delayed = false mExpandedVisible = false,5
65b592a0,enqueueNotificationInternal pkg = <*> id = <*> notification = Notification(pri = <*> contentView = null vibrate = <*> sound = null tick defaults = <*> flags = <*> color = <*> <*> vis = PRIVATE),2
e9621037,enqueueNotificationInternal n.getKey = <*> <*> <*> null <*>,2
99718fbd,getRingerMode...,3
e6415b0d,updateLightsLocked mInCall = false mScreenOn = true ledNotification = = null?false,2
437bebb7,addNotification key = <*> <*> <*> null <*>,2
3a97dc6f,mHeadsUpExistenceChangedRunnable,4
14081a84,Marking notification as seen <*> <*> <*> null <*>,2
36dc96c6,onNotificationExpansionChanged called,2
1038a59b,START u0 {act = <*> cat = [<*>] flg = <*> cmp = <*> bnds = [<*> <*>][<*> <*>]} from uid <*> on display <*>,2
a54953d5,ACTIVITY check resid <*> size = <*>,2
d027f27f,shouldBlockLocation ret true,4
0a050854,getAllCellInfo is blocked by permission manager . callingPackage = <*>,3
2cbec1de,getCellLocation is blocked by permission manager uid <*> pid <*>,1
d639dd08,isWiredHeadsetOn...,1
e05b9cb1,setDataSource(<*> <*> <*>),1
17b2628e,getStreamVolume treamType <*>,1
b00fdb37,updateIsPoweredLocked wasPowered = false mIsPowered = false oldPlugType = <*> mPlugType = <*> mBatteryLevel = <*>,1
043aef98,ACTION_BATTERY_CHANGED AMP <*>; Volt <*>,1
4febbd02,updateChargingLocked charging = false,1
279b652e,onReceive action <*>,1
e81f8eb2,ACTION_BATTERY_CHANGED pluggedType <*>,1
7465dea5,ApStaDisabledState what = <*>,1
01334395,DefaultState what = <*>,1
fd241a93,battery changed pluggedType <*>,1
6a9f7f7c,RefreshBatteryInfo isBatteryLow <*>,2
0202fa37,ChargingSpeed Wattage -<*> ST <*> --> <*>,1
e23c2601,handleBatteryUpdate,1
d77010ae,START u0 {flg = <*> cmp = <*>/.ui.LauncherUI (has extras)} from uid <*> on display <*>,1
4be9168e,startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for Intent { flg = <*> cmp = <*>/.ui.LauncherUI (has extras) },1
c027fdc9,makeExpandedInvisible mExpandedVisible = false,1
